title,description,price,area,date,city,location
Vente terrains 524  ,"Détails du produit416p02:   une parcelle de superficie 524m2 menu d'une levé topographie avec poto électronique se 8 fil devant. déjà *recaser.* prix:
*15.000.000f à *débattre légèrement à cause de l'urgence du vendeur*",15000000,524,2021-02,abomey-calavi maria gleta,"Ets Cies Benin, Centrale Maria Gleta, Tokan, Tankpè, Togba, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 350  ,Détails du produit416p01:   quartier maria gleta à 300m de l'hôpital st jean*  une parcelle de superficie 350m2 déjà recasé comportant une deux chambres salon propre ordinaire clôturer avec portail à *7000.000f à cause de l'urgence du vendeur*,7000000,350,2021-02,abomey-calavi maria gleta,"Ets Cies Benin, Centrale Maria Gleta, Tokan, Tankpè, Togba, Abomey-Calavi, Atlantique, Bénin"
Vente parcelle 500 m² ,"Détails du produitPour raison d’urgence financière, il est mis en liquidation au bord d’une voie 40, un ensemble de 04 parcelles de 500 m² chacune avec tf sise à Djrègbé, dans la commune de sème-Kpodji.
les parcelles sont précisément situées à :
- 500m de la radio Houèkè, 
- 400m de l'hôtel événementiel,
- 1km seulement de la voie bitumée Cotonou-Porto-Novo.",2700000,500,2021-02,djrègbé,"Djèrègbé, Sèmè-Kpodji, Djeffa, Ouémé, Bénin"
Vente terrain 350 m2 ,"Détails du produitGsm immobilier""""mon def"""""" vous offre des parcelles à abemey-calavi
Titre de propriété : convention de vente +plan/recasée
Superficie : 350m²
Prix : 8.000.000f
Situation géographique : située non loin de la mosquée fifonsi
Ensemble, concrétisons vos rêves.                      ",8000000,350,2021-02,-calavi fifondji,"Abomey-Calavi, Atlantique, Bénin"
Vente Terrain 3400 m²  ,"Détails du produitA vendre 4 parcelles ensembles
A togbin en face du club des rois 
Superficie :  340m² x 4
Prix : 18 millions x  4
Nb : au bord du goudron",18000000,340,2021-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente parcelle recasée  ,Détails du produitSaclo atchonmey non de l' abattoir dans la zone de la nouvelle routière en allant à cotonou. nous disposons aussi d'autres dans la ville de bohicon et ses environs,2000000,449,2021-02,sobgbo,None
Vente terrains 1000  m2,"Détails du produit408p11: une parcelle vide clôturée de 1000m2 au bord du pavé a akpakpa( midombo)non loin de hôtel peace.               
Prix: 80 millions  à débattre                   ",80000000,1000,2021-02,cotonou akpakpa,"Label coton bénin sa, RNIE 1, Énagnon, 4ème Arrondissement, Cotonou, Littoral, Bénin"
Vente Terrains 10000  ,"Détails du produit408p10:  01 hectare avec titre foncier entièrement clôturé a pk11, côté mer.quartier sêyivê prix: 600 millions à débattre",600000000,10000,2021-02,cotonou pk11,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 1000  m2 ,"Détails du produit408p09: 1000m2 avec titre foncier a pk11, côté mer, quartier sêyivê.
Prix: 40 millions.
Photos disponibles                      ",40000000,1000,2021-02,cotonou pk11,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 350 m2 ,"Détails du produit408p06: _parcelle de superficie 
350m² à fidjrosse houenoussou  derrière le marché  houenoussou._
Très accessible
Prix: 15 millions                              ",15000000,350,2021-02,cotonou houenoussou,OpenStreetMap Bénin
Vente terrains 424 m2 ,"Détails du produit408p05: parcelle entièrement nue a saint rita sur la voie 40 ,opposé a celle de l'église..
Prix: 25 millions
Superficie :424 m2                                           ",25000000,424,2021-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 241 m2 ,"Détails du produit408p04: parcelle clôturée de en 2eme position du pavé au carrefour  zogbo.la parcelle est située a 300 m2 de la boa et pharmacie zogbo.
Prix: 15 millions
Superficie : 241 m2
Photos disponibles                      ",15000000,241,2021-02,cotonou zogbo,"API-BENIN, Rue 9.100, Menontin, Zogbo, 9ème Arrondissement, Cotonou, Littoral, Bénin"
Vente Terrains 424  ,"Détails du produit408p03: parcelle vide  dans la von de la pharmacie vedoko. la parcelle est située à 500 mètre du pavé.
superficie:424m2
prix:25 millions à  débattre",25000000,424,2021-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 300 m2  ,"Détails du produit408p02: parcelle vide clôturée dans la von de azonyiho  au stade kouhounou située a 100metre de l'église catholique setovi.
Prix: 15 millions
Superficie : 300 m2                             ",15000000,300,2021-02,kouhounou,"En gros et en détail Poisson séché, Rue 9.100, Menontin, Zogbo, 9ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 425 m2 ,"Détails du produit408p01: parcelle vide non clôturée a agla en face du commissariat agla a 700metre du pavé.
Superficie :425m2 et déjà recaser
Prix: 15 millions                                 ",15000000,425,2021-02,cotonou agla,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 900 m 2 ,"Détails du produit407p15:parcelle au marché dantokpa et non loin du commissariat dantokpa. superficie : 900m² avec titre foncier 
Prix: 250 millions                                              ",250000000,900,2021-02,cotonou dantokpa,Amnesty International Bénin
Vente Terrains 396  ,Détails du produit407p14:parcelle au bord des pavés à aibatin. avec des boutiques superficie : 396m²  avec permis d'habiter  prix:43 millions,43000000,396,2021-02,cotonou aibatin,Bénin
Vente Terrains 350  ,"Détails du produit407p13: parcelle en face du ceg calavi, en 2ème position du goudron superficie : 350m² clôturée. prix: 17 millions",17000000,350,2021-02,abomey-calavi ceg,"CEG D'Abomey-calavi, RNIE 2, Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 350  m32 ,"Détails du produit407p12: parcelle dans la rue de la clinique du coeur à fidjrosse. superficie : 350m² papiers: récasement. 
Prix: 22 millions négociable                     ",22000000,350,2021-02,cotonou fidjrosse,Consulat de l'Armenie au Bénin
Vente Terrains 501  ,"Détails du produit407p11: parcelle de superficie: 501m² avec titre foncier dans la rue de la sbee fidjrosse, clôturée avec quelques boutiques. prix: 50 millions",50000000,501,2021-02,cotonou fidjrossè,Consulat de l'Armenie au Bénin
Vente parcelle 400 m2 ,Détails du produitAgla pharmacie luli-luli et non loin de l'église catholique une parcelle clôturée un peu moins de 500 m2 à 22 millions,22000000,500,2021-02,agla,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente parcelle 500 m2 ,Détails du produitGodomey parcelle en deuxième position du goudron à 22 millions un peu moins de 500 m2,22000000,500,2021-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente parcelle 500 m 2 ,"Détails du produitMaison à vendre  à porto-novo
Maison de 4 ménages avec tf bâtie sur un domaine de  plus de 500 m2 et comportant 2 Appartements de 2 chambres salon cuisine et wc ×2 en location
Située à 750 m du goudron sur la voie du cinquantenaire et non loin de la pharmacie malle hounsa
Prix : 26 millions négociable légèrement. inbox directement                                ",26000000,500,2021-02,porto novo,"Djègan-Kpèvi, Porto-Novo, Ouémé, Bénin"
Vente Parcelle 625 m² ,"Détails du produitA vendre????
une parcelle de 625m2 dans l'arrondissement de zinvié dangbodji commune d'abomey-calavi.
la parcelle est située non loin du grand site de production de la société véto services sa à zinvié dangbodji.
prix : 1.500.000 cfa 
la zone est déjà habitée, la parcelle est entourée par des habitations",1500000,625,2021-02,zinvie dagbodji,"Zinvié, Abomey-Calavi, Atlantique, Bénin"
Vente parcelle 500m2 à Dbregbé Porto,"Détails du produit*Vente flash urgente*
pour raison d’urgence financière, il est mis en liquidation au bord d’une voie 40, un ensemble de 04 parcelles de 500m2 chacune avec tf sise à djrègbé, dans la commune de sème-kpodji. les parcelles sont préciséments situées à :  500m de la radio houèkè,  400m de l'hôtel événementiel, - 1km seulement de la voie bitumée cotonou-porto-novo. les parcelles se trouvent dans une zone en plein développement, facilement accessible et déjà fournie en électricité. on pourrait y construire à court terme une résidence personnelle ou des appartements à louer. *prix par parcelle  : 2.700.000 fcfa au lieu de 4.499.000 fcfa*",2700000,500,2021-02,novo,Bibliothèque Nationale du Bénin
Vente Parcelle 500 m² ,"Détails du produitVente flash urgente*

pour raison d’urgence financière, il est mis en liquidation au bord d’une voie 40, un ensemble de 04 parcelles de 500m2 chacune avec tf sise à djrègbé, dans la commune de sème-kpodji.

les parcelles sont préciséments situées à :

- 500m de la radio houèkè, 

- 400m de l'hôtel événementiel,

- 1km seulement de la voie bitumée cotonou-porto-novo.

les parcelles se trouvent dans une zone en plein développement, facilement accessible et déjà fournie en électricité. on pourrait y construire à court terme une résidence personnelle ou des appartements à louer.

prix par parcelle : 3500000f",14000000,2000,2021-02,djrègbé,"Djèrègbé, Sèmè-Kpodji, Djeffa, Ouémé, Bénin"
Vente terrains 1426 m² ,"Détails du produit*Offre spécial*

*à vendre une parcelle d'une grande superficie de quatre parcelle ensemble*
*la parcelle est calavi parana, de superficie 1424m² environs dans l'ensemble à 300 m du carrefour parana.*
*la parcelle est en angle rue*
*le domaine dispose d'un titre foncier global ( tf)*
*prix de vente : 46.000.000 f , l'ensemble à débattre légèrement*",46000000,1426,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente parcelle recasée ,Détails du produitVente parcelle recasée - Agla,20000000,317,2021-02,agla,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente terrain 316 m² ,Détails du produitVente terrain 316 m² - Cotonou,17000000,316,2021-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente parcelle ,"Détails du produitMaison à vendre  à Porto-Novo
Maison de 4 ménages avec TF bâtie sur un domaine de  plus de 500 m2 et comportant 2 appartements de 2 chambres salon cuisine et WC ×2 en location
Située à 750 m du goudron sur la voie du cinquantenaire et non loin de la pharmacie Malle Hounsa
prix : 26 millions négociable légèrement. Inbox directement",26000000,500,2021-02,porto-novo,"Djègan-Kpèvi, Porto-Novo, Ouémé, Bénin"
Vente parcelle lotie ,Détails du produitLa parcelle se trouve à ouèdo Dikouincomey Ahouato derrière les nouveaux logements sociaux à 2km du goudron du tronçon ouèdo togba,3000000,500,2021-02,ouèdo,"Ouèdo, Abomey-Calavi, Atlantique, Bénin"
Vente parcelles ,"Détails du produitLes deux parcelles se trouvent au bord du pavé à 300m du tronçon mairie zogbo carrefour fifadji et toutes en angle de rue
la  première parcelle de superficie 413m2 avec permis d'habiter en angle de rue contient un bâtiment r+1 et 2 chambres salon sanitaire fois 2 à rénover de valeur 100 millions légèrement négociable
la deuxième parcelle de superficie 578m2 en angle de rue contient un magasin et des chambres locatives de valeur 70 millions légèrement négociable",170000000,991,2021-02,fifadji zogbohouè,"Fifadji, 9ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 400  ,Détails du produitParcelle a pahou avec tf recaser avec une construction de 3 enttré couché,10000000,400,2021-02,pahou,"Gbaou, Pahou, Ouidah, Atlantique, Bénin"
Vente terrains 350  ,Détails du produitparcelle a cococodji en face ceg meridien derriere la cloture de la nouvelle sbee superficie de 350m² deja cloturer recaser proprietaire vivant,5500000,350,2021-02,cococodji devant le ceg méridien,"Cococodji, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 400 m2 ,Détails du produitParcelle  à sedje cococodji deja recaser cloturer de supercie 400m² sur angle de rue                    ,65000000,400,2021-02,cococodji sedje,"Cococodji, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 2000  ,Détails du produitParcelle a akassato au bord du pave kerekou 2000 m ² avec tf,25000000,2000,2021-02,akassato pave kerekou,"Zopah, Akassato, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 350  ,Détails du produitParcelle non loin de la voie dans la zone de kinwedji cococodji,1800000,350,2021-02,cococodji kinwédji,"Cococodji, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 350  ,Détails du produitUne parcelle en face ceg meridien deja recaser superficie : 350m² avec poteau electrique devant la maison sur angle de rue,6000000,350,2021-02,ceg méridien,"CEG, Rue 9.232, Menontin, 9ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 400  ,Détails du produitÀ vendre une parcelle deja lotis dans un domaine avec titre foncier a hevie dossounou dans la zone du 3ieme millenaire avec une superficie de 400 m2 prix  a debattre legerement.,3000000,400,2021-02,hévié,"Hêvié, Abomey-Calavi, Atlantique, Bénin"
Vente terrain ,"Détails du produitParcelle à calavi 5 munite du carrefour séminaire zone fortement habitable eau électricité disponible, école  à 200 mètres marché 2 kilomètres clinique 1 km",8500000,350,2021-02,calavie,None
Vente terrains 1427  ,"Détails du produit*offre spécial*
*à vendre une parcelle d'une grande superficie de quatre parcelle ensemble*
*la parcelle est calavi parana, de superficie 1424m² environs dans l'ensemble à 300 m du carrefour parana.*
*la parcelle est en angle rue*
*le domaine dispose d'un titre foncier global ( tf)*
*prix de vente : 46.000.000 f , l'ensemble à débattre légèrement*",46000000,1427,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 1088  ,"Détails du produit406p09 : 2 parcelles de 1.088m² à zopah clôturer dans la von du bar m77 , avec fiche et certificat administratif , à  *400m du goudron inter-état , poteaux électriques devant , zone lumière propre calme prix : 33 millions à débattre",33000000,1088,2021-02,abomey-calavi zopah,"Gandu house Benin, RNIE 2, Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 430  ,Détails du produit406p08:     parcelle située à akpakpa-habitat d'une superficie de 430m2 possédant un titre foncier. prix : 65 millions cfa.,65000000,430,2021-02,cotonou akpakpa,"Label coton bénin sa, RNIE 1, Énagnon, 4ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 460  ,Détails du produit406p07:    une parcelle située à akpakpa zone des ambassades à quelques 25m des pavés de la cen-sad d'une superficie de 460m2 possédant un permis d'habiter. prix : 45 millions cfa.,45000000,460,2021-02,cotonou akpakpa,"Label coton bénin sa, RNIE 1, Énagnon, 4ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 460  ,"Détails du produit406p06:   une parcelle située à akpakpa, zone des ambassades au bord des pavés de la cen-sad d'une superficie de 460m2 possédant un permis d'habiter. prix : 60 millions cfa",60000000,460,2021-02,cotonou akpakpa,"Label coton bénin sa, RNIE 1, Énagnon, 4ème Arrondissement, Cotonou, Littoral, Bénin"
